date,price,ticker,returns,treated,post,treated_post,days_to_event
2017-03-13 00:00:00-04:00,123.06694030761719,EFX,0.0009008997269874808,1,0,0,-179
2017-03-14 00:00:00-04:00,123.16838836669922,EFX,0.0008243323416381454,1,0,0,-178
2017-03-15 00:00:00-04:00,124.73694610595703,EFX,0.012735067496278951,1,0,0,-177
2017-03-16 00:00:00-04:00,124.59857940673828,EFX,-0.0011092679718262,1,0,0,-176
2017-03-17 00:00:00-04:00,125.59505462646484,EFX,0.007997484597907611,1,0,0,-175
2017-03-20 00:00:00-04:00,125.20751190185547,EFX,-0.0030856527413597457,1,0,0,-172
2017-03-21 00:00:00-04:00,124.6539077758789,EFX,-0.004421492908592506,1,0,0,-171
2017-03-22 00:00:00-04:00,126.38855743408203,EFX,0.01391572626284554,1,0,0,-170
2017-03-23 00:00:00-04:00,125.15217590332031,EFX,-0.009782385018569095,1,0,0,-169
2017-03-24 00:00:00-04:00,125.4197769165039,EFX,0.0021382050392022567,1,0,0,-168
2017-03-27 00:00:00-04:00,125.06913757324219,EFX,-0.002795726095854545,1,0,0,-165
2017-03-28 00:00:00-04:00,125.7519302368164,EFX,0.0054593217545324535,1,0,0,-164
2017-03-29 00:00:00-04:00,125.18902587890625,EFX,-0.004476307893247378,1,0,0,-163
2017-03-30 00:00:00-04:00,126.00105285644531,EFX,0.006486407029994146,1,0,0,-162
2017-03-31 00:00:00-04:00,126.16712188720703,EFX,0.001317997167459506,1,0,0,-161
2017-04-03 00:00:00-04:00,125.57659149169922,EFX,-0.004680541068660893,1,0,0,-158
2017-04-04 00:00:00-04:00,125.30902099609375,EFX,-0.0021307354533759426,1,0,0,-157
2017-04-05 00:00:00-04:00,125.85340881347656,EFX,0.0043443625451338175,1,0,0,-156
2017-04-06 00:00:00-04:00,125.54891967773438,EFX,-0.002419395220303211,1,0,0,-155
2017-04-07 00:00:00-04:00,125.68731689453125,EFX,0.001102336978702212,1,0,0,-154
2017-04-10 00:00:00-04:00,125.10600280761719,EFX,-0.004625081521963503,1,0,0,-151
2017-04-11 00:00:00-04:00,125.24443054199219,EFX,0.0011064835520950833,1,0,0,-150
2017-04-12 00:00:00-04:00,124.84770202636719,EFX,-0.0031676339930499786,1,0,0,-149
2017-04-13 00:00:00-04:00,124.4325180053711,EFX,-0.0033255239324181396,1,0,0,-148
2017-04-17 00:00:00-04:00,126.43467712402344,EFX,0.016090320687442095,1,0,0,-144
2017-04-18 00:00:00-04:00,126.674560546875,EFX,0.0018972913785058054,1,0,0,-143
2017-04-19 00:00:00-04:00,125.85340881347656,EFX,-0.0064823728604496145,1,0,0,-142
2017-04-20 00:00:00-04:00,126.69303131103516,EFX,0.00667143230743128,1,0,0,-141
2017-04-21 00:00:00-04:00,126.71150207519531,EFX,0.00014579147699778083,1,0,0,-140
2017-04-24 00:00:00-04:00,128.47381591796875,EFX,0.013908081065344913,1,0,0,-137
2017-04-25 00:00:00-04:00,128.68600463867188,EFX,0.001651610635108769,1,0,0,-136
2017-04-26 00:00:00-04:00,128.01251220703125,EFX,-0.005233610550981593,1,0,0,-135
2017-04-27 00:00:00-04:00,125.65962219238281,EFX,-0.01838015654940961,1,0,0,-134
2017-04-28 00:00:00-04:00,124.84770202636719,EFX,-0.006461265375862668,1,0,0,-133
2017-05-01 00:00:00-04:00,124.5616683959961,EFX,-0.0022910604338611806,1,0,0,-130
2017-05-02 00:00:00-04:00,125.92720794677734,EFX,0.01096275899613075,1,0,0,-129
2017-05-03 00:00:00-04:00,125.55815124511719,EFX,-0.0029307145586531247,1,0,0,-128
2017-05-04 00:00:00-04:00,126.27782440185547,EFX,0.005731791600955605,1,0,0,-127
2017-05-05 00:00:00-04:00,128.07701110839844,EFX,0.014247843713377506,1,0,0,-126
2017-05-08 00:00:00-04:00,126.61922454833984,EFX,-0.011382109462445111,1,0,0,-123
2017-05-09 00:00:00-04:00,125.36439514160156,EFX,-0.009910259766748308,1,0,0,-122
2017-05-10 00:00:00-04:00,125.40127563476562,EFX,0.0002941863447145643,1,0,0,-121
2017-05-11 00:00:00-04:00,125.16141510009766,EFX,-0.001912743976915876,1,0,0,-120
2017-05-12 00:00:00-04:00,124.6078109741211,EFX,-0.004423121339222735,1,0,0,-119
2017-05-15 00:00:00-04:00,126.06564331054688,EFX,0.01169936559377116,1,0,0,-116
2017-05-16 00:00:00-04:00,125.18902587890625,EFX,-0.006953658495845616,1,0,0,-115
2017-05-17 00:00:00-04:00,123.85115814208984,EFX,-0.010686781268755219,1,0,0,-114
2017-05-18 00:00:00-04:00,124.81076049804688,EFX,0.007748028927239581,1,0,0,-113
2017-05-19 00:00:00-04:00,125.82572937011719,EFX,0.008132062235821413,1,0,0,-112
2017-05-22 00:00:00-04:00,126.683837890625,EFX,0.006819817574700293,1,0,0,-109
2017-05-23 00:00:00-04:00,126.54499053955078,EFX,-0.0010960147196842351,1,0,0,-108
2017-05-24 00:00:00-04:00,126.20263671875,EFX,-0.0027053921245011603,1,0,0,-107
2017-05-25 00:00:00-04:00,126.88739776611328,EFX,0.005425885426540766,1,0,0,-106
2017-05-26 00:00:00-04:00,126.23963165283203,EFX,-0.005105046873727037,1,0,0,-105
2017-05-30 00:00:00-04:00,126.49874114990234,EFX,0.0020525210164021868,1,0,0,-101
2017-05-31 00:00:00-04:00,126.58204650878906,EFX,0.0006585469399098542,1,0,0,-100
2017-06-01 00:00:00-04:00,127.59064483642578,EFX,0.00796794139022472,1,0,0,-99
2017-06-02 00:00:00-04:00,127.33155059814453,EFX,-0.0020306679899095847,1,0,0,-98
2017-06-05 00:00:00-04:00,127.84046173095703,EFX,0.0039967402456175805,1,0,0,-95
2017-06-06 00:00:00-04:00,126.88739776611328,EFX,-0.00745510421301121,1,0,0,-94
2017-06-07 00:00:00-04:00,127.1187744140625,EFX,0.0018234801250767152,1,0,0,-93
2017-06-08 00:00:00-04:00,125.33289337158203,EFX,-0.014048916461885774,1,0,0,-92
2017-06-09 00:00:00-04:00,125.39762115478516,EFX,0.0005164468916489806,1,0,0,-91
2017-06-12 00:00:00-04:00,126.60981750488281,EFX,0.009666820940736898,1,0,0,-88
